scene,ray_kind,ray_order,bvh_builder,width,height,max_leaf_triangles,timing_scope,sample_index,milliseconds
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-tensor-leaves,4,0.319487989
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-tensor-leaves,5,0.321536005
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-tensor-leaves,6,0.318464011
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-tensor-leaves,7,0.315391988
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-tensor-leaves,8,0.320511997
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,integrated-cuda32,0,0.254976004
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,integrated-cuda32,1,0.248832002
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,integrated-cuda32,2,0.250880003
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,integrated-cuda32,3,0.250880003
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,integrated-cuda32,4,0.247807994
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,integrated-cuda32,5,0.243711993
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,integrated-cuda32,6,0.249535993
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,integrated-cuda32,7,0.246784002
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,integrated-cuda32,8,0.242688
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,integrated-matched,0,0.332800001
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,integrated-matched,1,0.336896002
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,integrated-matched,2,0.336896002
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,integrated-matched,3,0.329728007
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,integrated-matched,4,0.333535999
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,integrated-matched,5,0.330751985
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,integrated-matched,6,0.327392012
